A_Sq_0.3;A_Sq_0.5;A_Sq_0.7;A_Sq_0.9;A_Sq_1.0;A_Sq_1.1;A_Sq_1.3;A_Sq_1.5;A_Sq_1.8;A_Sq_2.0;A_Sq_2.5;A_decay_ratio;A_area;A_slope_q1;A_curvature_int;B_b1_q0.7;B_b1_q1.3;B_b1_q2.0;B_b2_q0.7;B_b2_q1.3;B_b2_q2.0;B_b3_q0.7;B_b3_q1.3;B_b3_q2.0;B_b4_q0.7;B_b4_q1.3;B_b4_q2.0;B_b5_q0.7;B_b5_q1.3;B_b5_q2.0;B_b6_q0.7;B_b6_q1.3;B_b6_q2.0;B_b7_q0.7;B_b7_q1.3;B_b7_q2.0;B_b8_q0.7;B_b8_q1.3;B_b8_q2.0;C_Sq_F0_q0.7;C_Sq_F0_q1.3;C_Sq_F0_q2.0;C_Sq_dF0_q1.3;C_Sq_dF0_q2.0;C_q_fit_F0;C_Sq_amp_cycle_q1.3;C_Sq_shimmer_q1.3;D_mean_q1.3;D_std_q1.3;D_onset_q1.3;D_steady_q1.3;D_delta_q1.3;D_tau_q1.3;D_mean_q2.0;D_std_q2.0;D_onset_q2.0;D_steady_q2.0;D_delta_q2.0;D_tau_q2.0;TARGET_DP
24,165181543457514;12,788604867167486;7,401088630997016;4,637893346820189;3,7712370539764235;3,1168848479256446;2,2251538501165653;1,671988780459025;1,1767947252710453;0,9700699929236669;0,6628020818915504;0,027427978585505594;9,657248953040172;-7,605042494472718;55,73148903205757;5,694132330186387;2,0378964921177403;0,9542135854181885;5,5627088399757065;2,0554613011517624;0,9564564976716582;6,4498991016516944;2,1659649863118378;0,9674025577520088;6,923923371702579;2,196071708770175;0,9689128983290723;7,137930450658088;2,2019958413893765;0,9689454551680059;7,368639625381503;2,2111098683105537;0,9690470918553689;;;;;;;1,9581295670366177;0,9051887985859347;0,5473822480765622;0,39847404920613;0,24894173602853753;0,7999999999999999;1,6615556924147437;1,4747099945608648;1,767836742143219;0,048824401904967805;1,7221030096963736;1,7998501760015686;-0,008002847451896278;0,5563380281690141;0,9053526223776223;0,007086901091040043;0,8999473214285715;0,909626436781609;-0,0024687500000000195;0,5563380281690141;1
57,29055991656162;21,03518222145924;9,611720284404642;5,274321466546533;4,121116051772583;3,311981708321215;2,2879622406472273;1,6928353910936642;1,1807854334403585;0,9713152278122718;0,662786433467182;0,01156885941473276;15,2401481666004;-9,81169879112659;177,98714836686028;8,585958161248357;2,2673071239664435;0,9706956206628926;8,293676080580955;2,2514238248788114;0,9704793930332359;8,749413571516225;2,2666731109194047;0,9711297736714756;10,04220656902913;2,2971821381297843;0,9717617644037618;9,269111965200223;2,2645198087304808;0,9707542857468956;9,456455058139598;2,287036619676151;0,9714523174990869;;;;;;;1,8895518177683073;1,0690182279043428;0,6875586413961344;0,25153133645683495;0,1552437574316291;0,7;1,506609097510587;1,4788617711867438;1,700098550824403;0,04973954199748952;1,7467707528114385;1,693565041697423;-0,07304385775809807;0,4788732394366197;0,8957803321678321;0,007591344170467422;0,9027736607142856;0,8947117816091956;-0,010666517857142677;0,4788732394366197;1
24,351021174892164;12,72790358143246;7,317243091591534;4,574590425923683;3,7195606737052818;3,0755767118084227;2,199737690181183;1,656801113200502;1,1699807283423889;0,966122583203981;0,6618167033160133;0,027178190949777543;9,613852668496715;-7,495068570576297;56,93552843210264;6,884336736350226;2,1890544755841126;0,9680304967129292;6,843070094650302;2,197600629402478;0,9692013445032871;7,138062188872372;2,1991314354032725;0,9686261784377282;7,953437135573102;2,248030884599096;0,9707566255021914;9,69857769469222;2,3050437468826406;0,9722105123493426;9,017238267916136;2,28478982304818;0,9719074855049306;;;;;;;0,8376054426058235;0,6265826869757047;0,4896791142803527;0,45072994546294537;0,33093935790725315;1,0;1,5791000466261056;1,5227099521396334;1,6079453040135143;0,09594974523240116;1,72525456483058;1,610268042397381;-0,241835601612574;0,39436619718309857;0,857201486013986;0,028891357772772637;0,8979754464285713;0,8539275862068965;-0,0713754464285713;0,11267605633802817;1
22,273516087568872;11,852156357876256;6,971560953735882;4,446924717081967;3,6445756632267385;3,03301462791804;2,1884406427158476;1,655898482812916;1,1720929813898928;0,9679863124315193;0,6625221557957258;0,02974483926058326;9,127655282045826;-7,069550445819634;51,02002120300974;5,77892643845;2,072537444428951;0,9593868129108838;5,7898151394267785;2,088086868658832;0,9610204043781958;6,6743216292374425;2,1644223209991447;0,9666528373813003;6,56850894065815;2,1630756672541196;0,9666925133537253;7,135138676450623;2,1984321147684245;0,9686575511322133;7,242323627435474;2,1976982083880188;0,9682544712153032;;;;;;;1,2032526566704274;0,7657296199186283;0,5411897166447739;0,08772549014097518;0,05365041617122479;0,95;1,7207957855296265;1,5172083910378895;1,691344198139982;0,04532414407525149;1,7196015339986015;1,6813334022963569;-0,025409698917403967;0,014084507042253521;0,8956116258741259;0,008808347128207928;0,9005272321428571;0,8937576149425287;-0,004070535714285728;0,014084507042253521;1
26,05503290866433;13,166188154150394;7,454526233583517;4,632964041923536;3,761814256908759;3,1075743279972285;2,2193567161672965;1,669105438147301;1,1759656896779866;0,9697463505524105;0,6627902100712452;0,02543808761985088;9,927156249993143;-7,626948569631535;63,15014209865234;6,993206115854877;2,1964751546600554;0,9686986395178963;7,791078179141142;2,243251486203707;0,9706852486988677;7,147428401612001;2,2061247861384286;0,9692196202748357;7,3637152743331535;2,219670487445732;0,9698548495708547;8,184096876077021;2,253588400397884;0,9709880472744704;8,105422348372173;2,239632900962615;0,970259398968225;;;;;;;1,0530785271965344;0,7056669538458048;0,5231750797522987;1,0772536630040337;0,6190725326991677;1,0;1,5883217216999854;1,4368242664126731;1,705292537828337;0,0459599199345458;1,6558855263462195;1,716228558187759;0,06483424541888883;0,9014084507042254;0,8987569055944057;0,007416752983719167;0,8912843749999999;0,9005362068965513;0,009416517857142925;0,7535211267605634;1
21,960662630012024;11,743331229495238;6,92658412345428;4,425805308290399;3,6296913742915766;3,0224169205653135;2,1829888961750212;1,6530806995715832;1,1710528050808693;0,9674546315741417;0,6624248719077602;0,03016415684103523;9,057098299774628;-7,016941938625425;50,01592827894098;6,537985379021748;2,1545985665584477;0,9654513730368882;7,234960813091068;2,2145782458085153;0,9683526553369247;5,996877254495509;2,1102514936135113;0,9627869481601534;6,94648664934494;2,185874343337422;0,967837523968225;8,038470511707994;2,236455777591257;0,9699467848338204;7,150817006110326;2,194065606004381;0,9681371410472973;;;;;;;0,8593485566011626;0,6168377990183397;0,4720397823231375;0,20826939666184946;0,14021403091557683;1,0;1,650980099621398;1,5463644201230606;1,6852499935392444;0,0576389315458783;1,6576766560609095;1,7003939999931632;0,008092083474850575;0,3028169014084507;0,8936916083916083;0,01016280075465473;0,8920299107142856;0,8956142241379308;-0,0026504464285711515;0,3028169014084507;1
48,68505820425579;19,876451777473036;9,582405670587026;5,346967592855082;4,182582908112794;3,357820491634637;2,3096922178099675;1,7021966403733917;1,1832196314125831;0,9722640413851351;0,6628524109523993;0,013615109756469282;14,173551842253712;-9,94573550610222;141,371103447025;9,724318841091295;2,322890464410773;0,9734958369475895;8,452179564432042;2,2872340852670137;0,9729716889609203;9,428624997781412;2,310208752895637;0,9724798124771731;10,263322556828596;2,3363502846155817;0,973422534126187;10,208303210440375;2,321125026478612;0,9721732759998174;10,309979192959704;2,3149566509762094;0,9710452999452155;;;;;;;1,1764232137183404;0,7881128447008688;0,570744980296491;0,2712303082547762;0,17683709869203323;2,3;1,3941217739317007;1,6247185715498833;1,6823125644141788;0,06291217964232602;1,7249305778258655;1,6571039207461984;-0,006909169712149277;0,9788732394366197;0,894866520979021;0,009180264990742868;0,9031919642857142;0,8910798850574714;-0,004885267857142828;0,9788732394366197;1
23,065885397246845;12,39980102301062;7,2525398105684165;4,577342387831314;3,7318617269314225;3,0910488866206514;2,213825394294341;1,666957295062896;1,1753014727377957;0,9694109095370709;0,6627223725114628;0,02873171183741737;9,418805752576311;-7,431467506053313;52,23739493687223;5,374750491821227;2,0371406532694687;0,9555963237308254;5,3644645718629755;2,031760910421171;0,9547919044466764;6,221466649314357;2,1382964025561293;0,9648626820443754;6,1788490976662676;2,1336164132878914;0,9648745092220599;7,219478160389218;2,204713834781257;0,9689186621165085;7,020076624257271;2,1998965926573635;0,9689704648694303;;;;;;;0,7847252301785023;0,4623184744924942;0,325858510039407;0,3423467144598742;0,2396195005945304;0,7;1,6279121985432092;1,5905209235014077;1,7439142921206403;0,04669518902192836;1,6784475235376086;1,7579499039835838;0,08732288602048843;0,6126760563380281;0,9019508741258743;0,007546443850936982;0,8925772321428571;0,9039363505747126;0,012578125000000107;0,6267605633802817;1
30,584462625279144;15,024137371496664;8,196506114467287;4,9248756890893395;3,9440319694433033;3,2209006992858895;2,2625399016703223;1,6850444361016563;1,179108694057216;0,9705994053597516;0,6626577980634362;0,021666484913603137;10,992765119186874;-8,519874949017247;76,29095944746445;5,339991729208594;2,021513840684457;0,9529849713522645;6,384339776183354;2,151157239804809;0,965653662002374;7,991953311806625;2,267567744077427;0,971539673119065;7,4504493336114574;2,2341517690801744;0,9704735721785975;7,3703545567425035;2,215326863953027;0,9694509707131118;7,74773324569645;2,2351871714338225;0,9702919272735574;;;;;;;1,6100370935205819;0,9899871854234231;0,6597859690844233;0,5324871946723034;0,4131944444444444;2,3;1,5293687392072877;1,4479259154449744;1,8240020960815262;0,019193984947891183;1,826913286622752;1,824157429531493;-0,006305024301991313;0,04225352112676056;0,9093196678321679;0,003310025791072729;0,9108263392857142;0,9088846264367814;-0,0016616071428571244;0,6830985915492958;1
25,74286725334596;13,168969184275577;7,483658365827663;4,649288822458137;3,7722992313081414;3,1137678695952182;2,220794314771037;1,668828496313825;1,175281036464098;0,9691936689645727;0,6625889048472008;0,02573873758209689;9,906551918792152;-7,677604764314589;61,60801280116177;6,613893633217781;2,176815043626474;0,9677291961513879;6,954366272652272;2,1919867894776637;0,9680656643763697;6,708471951396126;2,1725178615750558;0,9669888490686632;7,079828150159361;2,1934913361983535;0,9683133360345142;7,636960060864572;2,217962948324321;0,9692803255113221;7,765225363436138;2,226362026262444;0,9696567978451425;;;;;;;1,055078316941175;0,7089297672380503;0,5031900919497091;0,30632149462406516;0,21745541022592163;2,3;1,5778773042846463;1,4902231030891748;1,7131901377846737;0,0516989469418134;1,6460365665417576;1,724034303299943;0,10061277106338729;0,9859154929577465;0,8994816433566434;0,00868013841443698;0,8886424107142856;0,9013919540229884;0,01574285714285717;0,9859154929577465;1
